#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321A36D43
#Date Time: 2021-02-23 16:27:53.704
#Start: 1 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43721 V
#Offset: 0.000278555 V
#Relative: no
#Channel: Channel 2
#Range: 5.4363 V
#Offset: -0.000305248 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
229.0867652767775,-0.01838582190467247,19.86682379573778,-179.7753560530447
251.1886431509585,-0.02055498642043999,19.87756605107099,-179.7910255065953
275.4228703338172,0.02680757463228669,19.82687311889872,-179.8377426896034
301.995172040202,0.007322334424469761,19.85857008151926,179.970508736072
331.1311214825911,-1.899663396193354e-05,19.86617679073855,179.6202165654824
363.0780547701021,-0.01620539331188345,19.86338390779092,179.4971105130712
398.1071705534978,0.04071412801695425,19.8412750108335,179.4159463236748
436.5158322401662,0.0161749865443191,19.83227151434862,179.2567952842753
478.6300923226391,-0.04775276283642369,19.87173757219684,179.083967538484
524.8074602497734,0.02590522210522752,19.84446308668554,178.7745983750684
575.4399373371573,0.02186482518881568,19.85688141976387,179.0473357487107
630.9573444801944,0.03428574668497196,19.82295614978353,178.6787759994799
691.8309709189377,0.02884646927984747,19.82992922076327,178.5849622144871
758.5775750291845,0.04175323168519408,19.81364968251295,178.0279548935078
831.7637711026728,0.01826894247648228,19.84789129867585,177.9451645794344
912.0108393559116,0.004222356674998682,19.85532554729717,177.8822149764321
1000.000000000001,0.02765255819174901,19.82419311308697,177.3929936940851
1096.478196143186,-0.05484240694130701,19.90495619780953,177.3348238125445
1202.264434617413,0.05931696110964767,19.79985717784039,176.6568062274629
1318.256738556409,0.01206705275881944,19.85446828333806,176.9391424671242
1445.439770745928,-0.0813255603145658,19.88354651597265,176.4404072017187
1584.893192461114,0.002074501395135961,19.84944524817429,175.9492593997701
1737.800828749378,-0.0617867117329822,19.87207482440286,175.8505256412065
1905.460717963248,-0.01780810845184089,19.85069039595798,175.1326041119651
2089.296130854041,-0.04222453621569377,19.86974784595046,174.5057203896968
2290.867652767778,-0.1014928355801674,19.8433187364599,174.0783311030135
2511.886431509583,-0.0503822322597201,19.79181603301166,173.4338312662769
2754.228703338169,0.01468741776542751,19.82126705439498,172.8171362288709
3019.951720402017,-0.0091713616478491,19.76854224859436,171.778084016627
3311.311214825915,0.1025187507957186,19.72911266210784,171.205390092119
3630.780547701018,-0.0269933798799531,19.72331406345924,170.2515322842205
3981.071705534974,0.01479548029985537,19.70878316283282,169.5265432346586
4365.158322401666,-0.04536209177877108,19.69754741374803,168.3701414393479
4786.300923226386,-0.02243123476255614,19.66480838267693,167.1697802097995
5248.074602497729,0.03168536590470026,19.61112266605233,166.2510776265292
5754.399373371579,0.0620721397613653,19.54867990447076,164.9126297281916
6309.573444801938,0.01790895945755593,19.5101119941898,163.3968846345487
6918.309709189371,-0.05786782358564665,19.43558867252682,162.1006152069199
7585.775750291837,0.09419961734030055,19.3147082372361,160.3659476067556
8317.637711026719,0.01665998244396375,19.24906489864889,158.4228324573299
9120.108393559107,-0.03218003551942755,19.15167271783496,156.629214682131
10000,0.005461850730500722,18.99986529986394,154.7115494756218
10964.78196143186,-0.0267638104039154,18.87332570377781,152.449891103802
12022.64434617415,0.01387761195899421,18.68695431499759,150.3090103993854
13182.56738556408,0.06462945077610723,18.43525040430543,148.0326922214105
14454.39770745929,0.01157186982727587,18.19429739938465,145.9814660432153
15848.93192461114,-0.01253470332478049,17.98945715752285,142.6886668165228
17378.00828749377,-0.03307423090139308,17.66526763040936,140.4214991968398
19054.6071796325,-0.007916228374919138,17.35310320265545,137.808060829538
20892.9613085404,0.03820080745555881,16.95277736748523,135.3509684745684
22908.67652767775,-0.009978923105972568,16.5544194427586,132.2735320753158
25118.8643150958,0.1122302078283999,16.02508108435777,129.7256677639181
27542.28703338168,0.06336613549911913,15.65689722650673,127.1112663703895
30199.51720402019,-0.06120934273256843,15.18755077031216,124.25390519051
33113.11214825912,-0.05466711848292883,14.61617898411068,122.2396687178359
36307.80547701017,0.07346069085937486,14.01089473914734,119.9423548499331
39810.71705534978,0.07356241385412035,13.35700635227405,116.8436245813998
43651.58322401662,0.0811691662968831,12.71931392914247,114.9826628163753
47863.00923226389,0.03651996725607208,12.10790161813451,112.5780584775794
52480.74602497726,0.1077294171627335,11.34465373509526,110.8475761452878
57543.99373371573,0.1368946141754614,10.61835658033688,109.4480999441436
63095.73444801941,0.09489537882756609,9.990865660136759,107.3814231309127
69183.09709189367,-0.1403911918480345,9.378229476172008,105.5438385680358
75857.75750291845,0.1517640685706898,8.449883865944631,103.6588610776853
83176.37711026709,0.1867625218891285,7.66828991686809,102.2486166964429
91201.08393559101,0.1146221811120502,7.087135666975715,101.2300950784552
100000.0000000001,0.09303075758434559,6.370773652212812,99.77035287446972
109647.8196143185,0.004272202819708245,5.685286257488023,98.06671284406849
120226.4434617413,0.205761409583122,4.772431582344282,97.07486331233999
131825.6738556409,0.06805662049994041,3.987436522679243,96.34028606269666
144543.9770745928,0.09113970334611701,3.096198072190535,95.16503483784383
158489.3192461115,0.05531688499617182,2.321800908323449,93.49567241536181
173780.0828749375,0.06992374743789471,1.582354596493326,92.81044622962037
190546.0717963248,0.2217008930127589,0.7950113194614093,90.62593762877094
208929.6130854042,0.1666055673727516,-0.08062906087701485,91.73117284106945
229086.7652767773,0.1115791150996516,-0.4957962522593016,90.22271653999148
251188.6431509582,0.2262320362432436,-1.674269666834813,88.9347782671876
275422.8703338166,0.1979525095288385,-2.318829205731828,87.61292657054337
301995.1720402017,0.3121532608117899,-3.073652715483488,87.17303645189213
331131.1214825914,0.1323333138802359,-3.866520467755539,86.48746926317813
363078.0547701013,0.1381148811513602,-4.669717727867541,83.85775743497335
398107.1705534974,0.1275633586892539,-5.340947576812924,82.7596839731531
436515.8322401657,0.2385510726839361,-6.289089541307619,81.3192763520795
478630.0923226384,0.2755535424967052,-6.970902412292395,81.4371036626829
524807.4602497729,0.3637317311499832,-7.68835917842887,79.17257950128442
575439.9373371567,0.3490907956134743,-8.459172583943854,78.30002647661547
630957.3444801935,0.2807615894892604,-8.984908986848142,76.62971179598549
691830.970918937,0.4408724028413625,-9.906291502811577,74.98848607159246
758577.5750291838,0.469419661417167,-10.49573087723559,74.26660025592207
831763.7711026714,0.6844807342914794,-11.56485985248036,71.16016562073567
912010.8393559093,0.7258532726826938,-11.97486002847118,68.39718903120325
1000000,0.8893054081029834,-12.42691129761081,67.45142970841545
